source_node_id,target_node_id,edge_type,weight,evidence_id,attributes_json
evidence:ev-00003,stage:trigger,indicates_stage,1.0,ev-00003,"{""evidence_id"": ""ev-00003""}"
evidence:ev-00003,stage:conflict,indicates_stage,1.0,ev-00003,"{""evidence_id"": ""ev-00003""}"
evidence:ev-00026,stage:trigger,indicates_stage,1.0,ev-00026,"{""evidence_id"": ""ev-00026""}"
evidence:ev-00026,stage:conflict,indicates_stage,1.0,ev-00026,"{""evidence_id"": ""ev-00026""}"
evidence:ev-00028,stage:trigger,indicates_stage,1.0,ev-00028,"{""evidence_id"": ""ev-00028""}"
evidence:ev-00028,stage:conflict,indicates_stage,1.0,ev-00028,"{""evidence_id"": ""ev-00028""}"
evidence:ev-00034,stage:trigger,indicates_stage,1.0,ev-00034,"{""evidence_id"": ""ev-00034""}"
evidence:ev-00034,stage:conflict,indicates_stage,1.0,ev-00034,"{""evidence_id"": ""ev-00034""}"
evidence:ev-00038,stage:trigger,indicates_stage,1.0,ev-00038,"{""evidence_id"": ""ev-00038""}"
evidence:ev-00038,stage:diffusion,indicates_stage,1.0,ev-00038,"{""evidence_id"": ""ev-00038""}"
evidence:ev-00046,stage:trigger,indicates_stage,1.0,ev-00046,"{""evidence_id"": ""ev-00046""}"
evidence:ev-00046,stage:conflict,indicates_stage,1.0,ev-00046,"{""evidence_id"": ""ev-00046""}"
evidence:ev-00049,stage:trigger,indicates_stage,1.0,ev-00049,"{""evidence_id"": ""ev-00049""}"
evidence:ev-00049,stage:conflict,indicates_stage,1.0,ev-00049,"{""evidence_id"": ""ev-00049""}"
evidence:ev-02501,stage:trigger,indicates_stage,1.0,ev-02501,"{""evidence_id"": ""ev-02501""}"
evidence:ev-02501,stage:response,indicates_stage,1.0,ev-02501,"{""evidence_id"": ""ev-02501""}"
evidence:ev-02504,stage:trigger,indicates_stage,1.0,ev-02504,"{""evidence_id"": ""ev-02504""}"
evidence:ev-02504,stage:conflict,indicates_stage,1.0,ev-02504,"{""evidence_id"": ""ev-02504""}"
evidence:ev-00029,stage:trigger,indicates_stage,1.0,ev-00029,"{""evidence_id"": ""ev-00029""}"
evidence:ev-00029,stage:response,indicates_stage,1.0,ev-00029,"{""evidence_id"": ""ev-00029""}"
evidence:ev-02491,stage:response,indicates_stage,1.0,ev-02491,"{""evidence_id"": ""ev-02491""}"
evidence:ev-02491,stage:resolution,indicates_stage,1.0,ev-02491,"{""evidence_id"": ""ev-02491""}"
evidence:ev-02488,stage:trigger,indicates_stage,1.0,ev-02488,"{""evidence_id"": ""ev-02488""}"
evidence:ev-02488,stage:diffusion,indicates_stage,1.0,ev-02488,"{""evidence_id"": ""ev-02488""}"
evidence:ev-02490,stage:trigger,indicates_stage,1.0,ev-02490,"{""evidence_id"": ""ev-02490""}"
evidence:ev-02490,stage:conflict,indicates_stage,1.0,ev-02490,"{""evidence_id"": ""ev-02490""}"
evidence:ev-02506,stage:trigger,indicates_stage,1.0,ev-02506,"{""evidence_id"": ""ev-02506""}"
evidence:ev-02506,stage:conflict,indicates_stage,1.0,ev-02506,"{""evidence_id"": ""ev-02506""}"
evidence:ev-00013,stage:trigger,indicates_stage,1.0,ev-00013,"{""evidence_id"": ""ev-00013""}"
evidence:ev-00013,stage:diffusion,indicates_stage,1.0,ev-00013,"{""evidence_id"": ""ev-00013""}"
evidence:ev-00017,stage:trigger,indicates_stage,1.0,ev-00017,"{""evidence_id"": ""ev-00017""}"
evidence:ev-00017,stage:conflict,indicates_stage,1.0,ev-00017,"{""evidence_id"": ""ev-00017""}"
evidence:ev-00033,stage:trigger,indicates_stage,1.0,ev-00033,"{""evidence_id"": ""ev-00033""}"
evidence:ev-00033,stage:response,indicates_stage,1.0,ev-00033,"{""evidence_id"": ""ev-00033""}"
evidence:ev-00014,stage:trigger,indicates_stage,1.0,ev-00014,"{""evidence_id"": ""ev-00014""}"
evidence:ev-00014,stage:conflict,indicates_stage,1.0,ev-00014,"{""evidence_id"": ""ev-00014""}"
evidence:ev-00043,stage:trigger,indicates_stage,1.0,ev-00043,"{""evidence_id"": ""ev-00043""}"
evidence:ev-00043,stage:conflict,indicates_stage,1.0,ev-00043,"{""evidence_id"": ""ev-00043""}"
evidence:ev-00047,stage:trigger,indicates_stage,1.0,ev-00047,"{""evidence_id"": ""ev-00047""}"
evidence:ev-00047,stage:conflict,indicates_stage,1.0,ev-00047,"{""evidence_id"": ""ev-00047""}"
evidence:ev-00048,stage:trigger,indicates_stage,1.0,ev-00048,"{""evidence_id"": ""ev-00048""}"
evidence:ev-00048,stage:resolution,indicates_stage,1.0,ev-00048,"{""evidence_id"": ""ev-00048""}"
evidence:ev-02505,stage:trigger,indicates_stage,1.0,ev-02505,"{""evidence_id"": ""ev-02505""}"
evidence:ev-02505,stage:diffusion,indicates_stage,1.0,ev-02505,"{""evidence_id"": ""ev-02505""}"
evidence:ev-00024,stage:trigger,indicates_stage,1.0,ev-00024,"{""evidence_id"": ""ev-00024""}"
evidence:ev-00024,stage:resolution,indicates_stage,1.0,ev-00024,"{""evidence_id"": ""ev-00024""}"
evidence:ev-00025,stage:trigger,indicates_stage,1.0,ev-00025,"{""evidence_id"": ""ev-00025""}"
evidence:ev-00025,stage:response,indicates_stage,1.0,ev-00025,"{""evidence_id"": ""ev-00025""}"
evidence:ev-00027,stage:trigger,indicates_stage,1.0,ev-00027,"{""evidence_id"": ""ev-00027""}"
